Todos os pontos gerados:
4328, 2956
3043, 604
2200, 800
3905, 2741
162, 366
197, 2334
309, 2137
1019, 669
725, 621
3618.06, 124.892
1773, 443
1971, 1283
4100, 1831
517, 2227
1698, 2471
3675, 70
4480.52, 2555.44
3723.2, 1252.45
3485, 1013
577, 1959
3296, 1538
51, 1156
2777, 160
3326, 2280
1279, 663
611, 1477
945, 1561
3286, 2375
1234, 770
916, 915
2200, 800
852, 78
2361, 854
743, 2972
1155, 431
3819.25, 999.722
1633, 2443
4116, 2292
2004, 1785
2067, 1825
2612, 2318
4405.67, 2156.02
857, 2243
3065, 687
3129, 1896
2156, 332
2515, 318
3661, 2446
117.539, 181.863
4165, 1572
3300, 2647
3174, 1077
3272, 1910
3331, 1413
1087, 1351
62, 1043
1265, 2679
216, 352
2660, 2277
1853, 1620
3339, 1358
3391.27, 895.935
1017, 2461
1868, 2251
162.065, 1706.29
3268, 2692
3897, 2788
267, 115
2693, 380
1346, 1021
3994, 1682
1983, 197
4484, 555
4276.91, 886.526
412, 1048
2223, 5
428, 1724
2942, 1163
1234, 2071
104, 2532
4226.15, 2961.88
2456, 2144
1291, 2853
592, 1107
3529, 1030
4249, 2950
429, 1994
2609.29, 2908.28
1579, 2865
1082, 1978
292, 557
1846, 466
2277, 1309
1908, 787
3691, 2073
1870, 2219
2819, 1671
2894, 2987
44, 1300
3433, 1224
2836.67, 1785.11
778, 2286
3572, 729
3641, 2239
628, 2310
1433, 738
3858, 216
3303, 1927
2395, 2818
2631, 1586
2200, 800
4499, 2727
3196, 2859
804, 1805
3009, 438
1668, 1186
2861, 698
4302, 279
4160, 1246
4366.86, 1488.17
3535, 113
3715, 1015
1158, 1132
3395, 1504
4146, 1967
2200, 800
1193, 792
1002, 1929
2928, 879
2200, 800
3995.86, 1230.79
4058, 2439
4170, 1733
3452, 1628
3659, 353
2525, 2269
1367, 1479
2342, 2812
2154, 2258
483, 2557
2755, 2171
3212, 833
108, 396
2720, 2317
2890, 988
2949, 2269
2200, 800
583, 2109
4388, 587
4391, 2964
1565, 2665
1494.53, 1374.78
1518, 2867
3813.81, 1528.6
4388, 2552
3454, 1579
1458, 2460
2438, 1245
2186, 880
370, 1743
3723.68, 1535.6
821.95, 2610.29
1601.99, 187.93
3911, 2270
582, 852
2200, 800
425, 830
2948, 2037
1568, 2741
3886, 556
30, 1959
1499.41, 267.882
1813, 2373
3276, 332
1303, 2693
2200, 800
4234, 1929
2200, 800
3374, 102
3176, 41
2300, 603
1221, 689
1631, 169
3832, 2542
2655, 1062
1609, 1427
379, 964
142, 1491
2200, 800
1932, 1461
2978, 1236
152, 560
2395, 2715
1214, 577
1437, 2605
3044, 1093
591, 696
1755, 1760
3012, 710
3172, 541
2210, 2872
1146, 2051
4130, 1320
2200, 800
520, 2499
424, 611
1301, 2475
373, 1256
2200, 800
2228, 456
3939, 323
2624, 2008
2919, 2146
4345, 2699
50, 658
4092, 2416
1532, 891
3673, 2352
1854, 2457
2868, 1654
1830, 2324
2855, 2445
3808, 2151
812, 1232
1440, 1680
3231, 591
246, 2437
367.164, 159.358
4433, 2039
2411, 161
2200, 800
2986, 772
3456, 348
2282, 1242
3107, 1319
2213, 1600
882, 1441
4377, 1691
3593, 2899
2200, 800
3069, 533
1806, 1640
3297, 1291
3519, 453
1777, 678
253, 2125
2739, 1544
2200, 800
3678, 2745
4248, 1702
807, 1668
739, 1478
868, 951
833, 194
3146, 127
3716, 155
3933, 1390
830, 182
1140, 2009
468, 430
776, 2593
3156, 2415
4125, 1977
4353, 248
2295, 1958
904, 722
3529, 1561
197, 2169
2663, 303
3827, 366
2706, 603
2595, 2613
3285.25, 1677.15
1753, 2259
1724, 343
3005, 2451
2892, 488
1574, 1075
841, 1460
493, 1572
317, 2194
55, 910
2943, 1141
599, 1719
2559, 2701
447, 1691
233, 1704
2200, 800
630, 269
4436, 1361
1856, 2830
3652, 203
4421, 1738
2144, 135
4110.36, 665.447
3591.9, 564.317
116, 2377
4455, 726
227, 881
4294, 1068
2200, 800
35, 573
450, 46
1451, 1280
2200, 800
4251, 946
1582, 2864
75.6868, 2741.78
4093, 2882
4197, 1288
964, 1440
4105, 1281
1597, 1281
1244, 1612
1894, 2926
2571, 966
572, 2984
1283, 1321
2200, 800
1214, 468
307, 2536
1803, 1978
1222, 1384
832, 1708
2293, 1763
2008, 121
598, 1263
2242, 821
2023, 124
4227, 1924
1973, 573
600, 2492
1014, 2265
4438, 1565
4036, 2165
3741, 184
3559, 1799
1783, 2642
1119, 938
739, 1776
3600, 1856
3240, 114
4281, 1503
2200, 800
2296, 309
2723, 111
4207, 2618
4370.04, 1961.18
2200, 800
2517, 2757
1139, 1213
3622, 1911
1723, 1373
1451, 1673
2573, 2791
3239, 564
2801, 1001
2922, 1393
2031, 930
1234, 1918
990, 883
2138, 2735
266, 1189
2736, 692
1332, 1749
2734, 989
1222, 2373
2249, 447
1465, 1449
3236, 898
1595, 793
4348, 1651
559, 2897
2698, 607
4323, 268
2378, 1119
644, 696
3793, 359
4371, 2225
1679.87, 2140.73
3546, 2642
984, 2405
2119, 740
787.538, 856.823
2200, 800
2226, 2876
2483, 1308
2405, 79
3272, 2786
4095, 53
4293, 802
1291, 1380
3648, 463
1853, 1641
358, 2240
3567, 524
831, 2026
198, 2119
2686, 2994
3682, 2576
2254, 1004
3521, 2272
3648, 1073
1099, 97
3650, 1954
4336, 577
3458, 1173
2418, 884
4135, 1824
3544, 2749
1249, 2623
2856, 2259
1240, 130
2230, 500
384, 2760
19, 2216
75, 545
2200, 800
1831, 2315
226, 1612
4113, 1456
1476, 2791
2438, 784
688, 1313
3553, 1435
2780, 2521
1464, 37
114, 1951
458, 732
648, 526
587, 2744
3210, 781
3908.12, 696.189
2163, 1817
4278, 538
1036, 729
1279, 1175
2113, 438
4331, 163
1068, 2426
1408, 1478
1831, 834
3665, 928
374, 1164
2808, 2856
3041, 1331
797, 1721
503, 2695
2226, 590
2610, 2101
518, 2746
575, 1623
519, 2781
4337, 425
2990.38, 1700.76
327, 945
555, 1884
1819, 1821
313, 1502
3118, 2414
1676.48, 2782.19
1855, 2201
2812, 501
3844, 868
3499, 615
3081, 1769
2200, 800
2491, 1901
2911, 1216
1446, 1230
2935, 2521
1379, 825
3565, 2425
3396, 592
2200, 800
4020, 1163
1170, 1980
849, 1981
3195.37, 2106.93
4133, 2324
237, 1883
2662, 860
1689, 799
1435, 2750
428, 1362
4153, 1871
1017, 1799
3358, 1716
2246, 629
3070, 2204
4096, 666
1658, 1874
3124, 479
1005, 2786
2534, 1624
154, 673
1240, 1263
3008, 2206
2589, 997
2551, 2393
3329, 2669
3973, 2593
1808, 2232
2200, 800
1540, 443
1386, 747
2327, 794
3787, 1649
3558, 1791
996, 2657
3924, 1730
373, 1874
4290, 212
2764, 602
990.192, 371.548
3558, 2029
763, 1688
2569, 2160
3744, 2366
3302, 13
3826, 1285
927, 2917
1498, 2900
297, 904
2241, 1584
3149, 311
4332, 2449
599, 1240
2200, 800
3974.56, 811.047
3194, 1961
1850, 1317
2537, 2906
2642, 2966
1156, 1709
2928, 2698
577, 2981
3374, 419
1145, 388
2928, 413
943, 2777
4062, 470
1312, 2768
2200, 800
910, 1129
624, 2289
3770, 2457
2425, 173
1321, 1413
1640, 2947
1090, 2867
44, 1825
1628, 2863
2856, 1943
2247, 722
3058, 2250
47, 411
931, 1239
2586, 1063
1705, 2950
4159, 1666
2641, 2466
2840, 1292
3103, 820
270, 2597
4160, 1330
312, 691
2181, 1756
831, 664
2077, 57
1914, 1181
1591, 905
2377, 265
2694, 2408
2427, 1269
3802, 2089
723, 1303
1927, 2427
2963, 1282
4171, 39
2977, 710
1344, 1626
1776, 1647
3348, 1293
2313, 1053
2200, 800
4134, 2172
2200, 800
997, 1629
902, 788
2765, 337
3931, 2038
948, 165
1187, 2381
799, 2618
647, 694
1385, 60
3440, 1289
876, 494
2432, 897
3418, 69
1915, 2922
282, 327
3943, 327
2000, 644
0, 366
252, 166
2297, 493
3060, 1505
1576, 2270
4049, 269
3476, 2972
1945, 1956
2770, 1655
821, 512
3310, 1309
1355, 2436
3919, 1536
4455, 2827
3805, 1571
1795, 1511
704, 1311
632, 2764
157, 840
954, 1844
1811, 2605
1097, 2243
2054, 2095
1182, 2572
312, 2700
220, 1770
2200, 800
4279, 794
2349, 1141
2200, 800
1092, 1742
1929, 2638
1620, 2697
2200, 800
1888, 404
2788, 1920
4074, 2535
2952, 67
2200, 800
3255, 1727
2288, 2966
3269, 1810
612, 2704
4147.45, 170.38
2180, 2218
1620, 1010
1756, 1476
1985, 1591
183, 406
3308, 1880
2436, 1596
2200, 800
161, 1442
1441, 1321
1901, 1775
328, 1015
2864, 1839
2180, 2642
947, 588
3756, 1766
2148, 444
884, 2058
2198, 472
3193.87, 2501.79
4018.58, 1038.06
4467, 2091
2492, 1653
140, 162
3897, 349
1605, 2342
2835, 85
3080, 1012
360, 922
2415, 1360
223, 1627
2012, 2195
1729, 885
287, 2236
2529, 1923
767, 1429
4290, 2348
1272, 2070
69, 1379
2200, 800
563, 1100
1994, 1483
2169, 2921
2200, 800
280, 122
1217, 1222
906, 2928
3552, 2813
779, 2090
1805, 2896
404, 1172
3374, 1181
4022, 742
1020, 2152
2200, 800
2200, 800
3174, 2489
758, 2748
225, 1047
3447, 2728
3613, 525
2984, 863
953, 2136
4077, 221
1562, 2720
2200, 800
1146, 1409
2134, 2743
1224, 594
3993, 443
644, 174
626, 2810
1966, 1171
2317, 2026
2393, 1522
1878, 1466
2500, 1971
1226, 238
910, 1983
2431, 2713
657, 593
2200, 800
1164, 131
2056, 1295
3535, 1390
2200, 800
4383, 726
2388, 1113
1713, 2195
2152, 87
2600, 2727
1190, 2862
1389, 1466
3343, 1664
242, 2326
2340, 352
3195, 645
2200, 800
1513, 2677
2880, 1415
922, 2379
2518, 2230
4112, 1455
1260, 1115
2200, 800
611, 617
592, 1741
1328, 2949
2240, 2832
1093, 2599
3102, 2862
1659, 2304
1520, 2605
1875, 2409
1146, 992
2849, 490
2919, 2754
1934, 50
2177, 2829
355.337, 2885.77
4394, 364
25, 12

Caminho final:
25, 12
140, 162
117.539, 181.863
212, 333
103.076, 459.208
248.198, 560.612
363.676, 795.039
471.074, 924.348
508.473, 1061.09
242.809, 1102.1
-35.0196, 1110.06
-330.327, 1079.78
-421.957, 931.571
-512.837, 750.726
-670.063, 538.196
-903.909, 546.409
-1122.97, 471.304
-1293.13, 414.688
-1537.9, 270.528
-1659.42, 94.6626
-1732.84, 42.3013
-1831.35, 41.1578
-2050, 0
